chr,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockSizes,blockStarts,geneID,ReadsCount.input,ReadsCount.IP,log2FoldChange,pvalue,padj
chr4,38828578,38828628,peak_12358,22.66250891,-,38828578,38828628,0,1,50,0,TLR6,6,99,3.73311261,1.48E-07,1.51E-07
chr4,38827703,38828253,peak_12359,183.5189165,-,38827703,38828253,0,1,550,0,TLR6,65,966,3.830001178,1.90E-56,5.69E-56
chr4,38826828,38827328,peak_12360,96.36728457,-,38826828,38827328,0,1,500,0,TLR6,44,543,3.499355155,4.95E-30,9.78E-30
chr8,38848301,38851175,peak_12361,561.2790409,-,38848301,38851175,0,1,2874,0,TM2D2,405,3531,3.109158139,1.27E-170,1.09E-169
chr3,149087054,149087104,peak_12362,30.11914408,-,149087054,149087104,0,1,50,0,TM4SF1,45,223,2.255162398,7.63E-10,8.58E-10
chr15,83781572,83784691,peak_12363,28.48082411,+,83781572,83784691,0,1,3119,0,TM6SF1,115,378,1.537398692,2.43E-09,2.67E-09
chr12,27126905,27127130,peak_12364,248.552538,-,27126905,27127130,0,1,225,0,TM7SF3,761,2817,1.897764828,3.96E-76,1.51E-75
chr14,24661889,24663969,peak_12365,636.0907648,-,24661889,24663969,0,1,2080,0,TM9SF1,330,3808,3.411697083,3.31E-193,3.29E-192
chr14,24658502,24658702,peak_12366,53.01676604,-,24658502,24658702,0,1,200,0,TM9SF1,78,423,2.319209176,7.63E-17,1.10E-16
chr10,98281666,98282066,peak_12367,208.9886062,-,98281666,98282066,0,1,400,0,TM9SF3,398,1747,2.232618276,3.70E-64,1.23E-63
chr20,30753133,30753458,peak_12368,272.2304518,+,30753133,30753458,0,1,325,0,TM9SF4,449,2379,2.30088146,2.73E-83,1.12E-82
chr20,30753583,30755008,peak_12369,Inf,+,30753583,30755008,0,1,1425,0,TM9SF4,1489,10415,2.672857155,0,0
chr12,66531641,66531816,peak_12370,34.54927422,-,66531641,66531816,0,1,175,0,TMBIM4,56,263,2.278574896,3.34E-11,3.98E-11
chr19,54666427,54666864,peak_12371,31.31382164,-,54666427,54666864,0,1,437,0,TMC4,27,233,2.593094377,3.28E-10,3.75E-10
chr19,54664108,54664707,peak_12372,49.124739,-,54664108,54664707,0,1,599,0,TMC4,31,348,2.95581455,1.17E-15,1.63E-15
chr17,76109048,76109098,peak_12373,25.92429229,-,76109048,76109098,0,1,50,0,TMC6,27,205,2.442246945,1.48E-08,1.57E-08
chr3,129546964,129547314,peak_12374,143.3005691,-,129546964,129547314,0,1,350,0,TMCC1,130,904,2.815144561,2.88E-44,7.28E-44
chr3,129373881,129389732,peak_12375,304.7720212,-,129373881,129389732,0,1,15851,0,TMCC1,483,2527,2.366878835,3.94E-93,1.80E-92
chr3,129370609,129373856,peak_12376,46.86156847,-,129370609,129373856,0,1,3247,0,TMCC1,63,343,2.373571081,5.75E-15,7.82E-15
chr3,129369634,129370559,peak_12377,396.6627963,-,129369634,129370559,0,1,925,0,TMCC1,259,2429,3.167237574,6.72E-121,3.91E-120
chr1,205197237,205197662,peak_12378,137.5096628,+,205197237,205197662,0,1,425,0,TMCC2,107,1153,2.884935734,1.63E-42,4.03E-42
chr1,205238452,205238502,peak_12379,25.497194,+,205238452,205238502,0,1,50,0,TMCC2,60,313,1.775260651,2.01E-08,2.11E-08
chr1,205238727,205238952,peak_12380,48.42584031,+,205238727,205238952,0,1,225,0,TMCC2,106,514,1.962756292,1.91E-15,2.64E-15
chr1,205241119,205241494,peak_12381,99.63775215,+,205241119,205241494,0,1,375,0,TMCC2,115,915,2.576914055,5.03E-31,1.01E-30
chr13,114149935,114150285,peak_12382,352.0293489,+,114149935,114150285,0,1,350,0,TMCO3,544,2986,2.387184286,2.06E-107,1.07E-106
chr13,114164653,114174969,peak_12383,172.3852258,+,114164653,114174969,0,1,10316,0,TMCO3,1027,3002,1.448912635,4.45E-53,1.28E-52
chr1,20009230,20009755,peak_12384,127.161692,-,20009230,20009755,0,1,525,0,TMCO4,103,1061,2.849588413,2.25E-39,5.25E-39
chr1,20008730,20009080,peak_12385,150.9806403,-,20008730,20009080,0,1,350,0,TMCO4,128,1016,2.851684015,1.36E-46,3.55E-46
chr16,68893855,68894405,peak_12386,385.206375,+,68893855,68894405,0,1,550,0,TMCO7,322,2512,2.928341388,1.94E-117,1.10E-116
chr16,68961581,68961756,peak_12387,64.25844284,+,68961581,68961756,0,1,175,0,TMCO7,263,889,1.615228545,2.85E-20,4.53E-20
chr16,69117517,69118067,peak_12388,168.2098805,+,69117517,69118067,0,1,550,0,TMCO7,91,1013,3.327776621,8.19E-52,2.31E-51
chr19,10943813,10943863,peak_12389,43.00406815,-,10943813,10943863,0,1,50,0,TMED1,183,629,1.612648065,8.65E-14,1.13E-13
chr19,10943413,10943788,peak_12390,115.6617312,-,10943413,10943788,0,1,375,0,TMED1,289,1518,1.902256841,6.89E-36,1.52E-35
chr14,75601095,75601620,peak_12391,532.8610843,-,75601095,75601620,0,1,525,0,TMED10,1163,5513,2.195965555,4.88E-162,3.92E-161
chr15,79614601,79614876,peak_12392,262.1790587,+,79614601,79614876,0,1,275,0,TMED3,1083,4435,1.630708355,3.00E-80,1.19E-79
chr1,93620148,93620323,peak_12393,71.69280294,-,93620148,93620323,0,1,175,0,TMED5,146,598,2.126395456,1.56E-22,2.62E-22
chr14,77808113,77809752,peak_12394,178.6067873,-,77808113,77809752,0,1,1639,0,TMED8,194,1332,2.682396582,5.82E-55,1.71E-54
chr5,177022381,177022556,peak_12395,259.4449512,+,177022381,177022556,0,1,175,0,TMED9,1254,4760,1.512543568,2.01E-79,7.93E-79
chr5,177022631,177022681,peak_12396,102.1829814,+,177022631,177022681,0,1,50,0,TMED9,468,1775,1.519584716,8.49E-32,1.74E-31
chr17,7339875,7339925,peak_12397,26.52313459,+,7339875,7339925,0,1,50,0,TMEM102,23,186,2.559938857,9.73E-09,1.04E-08
chr17,7339950,7340000,peak_12398,23.38956305,+,7339950,7340000,0,1,50,0,TMEM102,16,159,2.702356851,8.88E-08,9.10E-08
chr17,72815965,72832398,peak_12399,112.2669018,+,72815965,72832398,0,2,"17,333","0,16100",TMEM104,104,935,2.688274427,7.38E-35,1.60E-34
chr17,72832598,72832873,peak_12400,50.76969471,+,72832598,72832873,0,1,275,0,TMEM104,73,509,2.234505213,3.69E-16,5.21E-16
chr17,72833023,72833198,peak_12401,46.00721594,+,72833023,72833198,0,1,175,0,TMEM104,102,546,1.922680296,1.05E-14,1.41E-14
chr17,72833823,72833998,peak_12402,34.89942167,+,72833823,72833998,0,1,175,0,TMEM104,26,268,2.756244419,2.61E-11,3.12E-11
chr17,72834423,72834798,peak_12403,93.03461688,+,72834423,72834798,0,1,375,0,TMEM104,60,637,3.146007715,5.09E-29,9.86E-29
chr17,79287771,79304030,peak_12404,115.9377573,-,79287771,79304030,0,1,16259,0,TMEM105,167,1149,2.353212469,5.68E-36,1.26E-35
chr17,8077843,8079158,peak_12405,82.28330674,-,8077843,8079158,0,1,1315,0,TMEM107,338,1160,1.623651912,9.38E-26,1.70E-25
chr17,8076946,8077246,peak_12406,97.11042782,-,8076946,8077246,0,1,300,0,TMEM107,122,715,2.500917175,2.94E-30,5.85E-30
chr17,21101412,21101962,peak_12407,Inf,-,21101412,21101962,0,1,550,0,TMEM11,1107,10489,2.948002607,0,0
chr3,10028292,10028467,peak_12408,52.99980975,-,10028292,10028467,0,1,175,0,TMEM111,248,913,1.477471769,7.73E-17,1.11E-16
chr3,50396019,50396594,peak_12409,147.9133646,-,50396019,50396594,0,1,575,0,TMEM115,229,1583,2.245477083,1.15E-45,2.98E-45
chr3,50392179,50395719,peak_12410,Inf,-,50392179,50395719,0,1,3540,0,TMEM115,649,8512,3.458765631,0,0
chr12,112441629,112450895,peak_12411,76.36508543,-,112441629,112450895,0,1,9266,0,TMEM116,328,1032,1.611758866,5.93E-24,1.03E-23
chr12,112369211,112369486,peak_12412,56.21599157,-,112369211,112369486,0,1,275,0,TMEM116,69,401,2.476139366,8.06E-18,1.19E-17
chr12,44781894,44782169,peak_12413,64.20479604,+,44781894,44782169,0,1,275,0,TMEM117,36,344,3.211743285,2.96E-20,4.70E-20
chr12,44782194,44782269,peak_12414,30.1668095,+,44782194,44782269,0,1,75,0,TMEM117,34,210,2.527934392,7.38E-10,8.30E-10
chr12,44782344,44782644,peak_12415,65.06488031,+,44782344,44782644,0,1,300,0,TMEM117,37,349,3.197899676,1.62E-20,2.59E-20
chr12,44782744,44782994,peak_12416,57.11603077,+,44782744,44782994,0,1,250,0,TMEM117,15,264,4.091597125,4.28E-18,6.40E-18
chr12,44783044,44783369,peak_12417,80.14691139,+,44783044,44783369,0,1,325,0,TMEM117,30,417,3.781539155,4.19E-25,7.47E-25
chr12,122213514,122213864,peak_12418,81.92224547,+,122213514,122213864,0,1,350,0,TMEM120B,216,1148,1.873922302,1.21E-25,2.18E-25
chr12,122216439,122217489,peak_12419,986.3582743,+,122216439,122217489,0,1,1050,0,TMEM120B,1270,9541,2.490033275,6.43E-299,1.19E-297
chr12,122218514,122218689,peak_12420,45.6847188,+,122218514,122218689,0,1,175,0,TMEM120B,83,438,2.103100318,1.32E-14,1.77E-14
chr11,85347192,85347417,peak_12421,67.27642364,+,85347192,85347417,0,1,225,0,TMEM126B,100,490,2.37600975,3.44E-21,5.59E-21
chr2,96917370,96919620,peak_12422,Inf,-,96917370,96919620,0,1,2250,0,TMEM127,871,11796,3.551583441,0,0
chr4,1719340,1720191,peak_12423,299.330795,-,1719340,1720191,0,2,"62,313","0,538",TMEM129,523,3384,2.175607686,1.74E-91,7.81E-91
chr4,1718628,1718853,peak_12424,83.95496105,-,1718628,1718853,0,1,225,0,TMEM129,328,1396,1.589743308,2.92E-26,5.33E-26
chr4,1717753,1718053,peak_12425,97.67949126,-,1717753,1718053,0,1,300,0,TMEM129,219,1104,1.998466067,1.98E-30,3.94E-30
chr2,98408929,98409404,peak_12426,211.9220417,-,98408929,98409404,0,1,475,0,TMEM131,349,1834,2.309713244,4.81E-65,1.60E-64
chr2,98373250,98373450,peak_12427,62.5272462,-,98373250,98373450,0,1,200,0,TMEM131,63,418,2.643355558,9.61E-20,1.50E-19
chr11,60703836,60704631,peak_12428,610.041947,+,60703836,60704631,0,1,795,0,TMEM132A,532,5266,2.785039033,2.41E-185,2.29E-184
chr11,120201026,120201426,peak_12429,93.66123506,+,120201026,120201426,0,1,400,0,TMEM136,60,581,3.166097831,3.28E-29,6.38E-29
chr11,61131778,61136608,peak_12430,361.230244,+,61131778,61136608,0,4,"212,172,76,540","0,1738,3616,4290",TMEM138,849,3794,2.062151895,3.41E-110,1.81E-109
chr7,142983693,142984168,peak_12431,387.5037642,+,142983693,142984168,0,1,475,0,TMEM139,206,2391,3.351112748,3.93E-118,2.24E-117
chr7,134849237,134849312,peak_12432,31.5915132,+,134849237,134849312,0,1,75,0,TMEM140,65,331,1.930782629,2.70E-10,3.09E-10
chr7,134850462,134850962,peak_12433,393.1370204,+,134850462,134850962,0,1,500,0,TMEM140,284,2569,3.049165158,7.79E-120,4.51E-119
chr3,45266230,45266530,peak_12434,93.13773668,-,45266230,45266530,0,1,300,0,TMEM158,92,655,2.686944943,4.74E-29,9.18E-29
chr19,19230424,19230824,peak_12435,204.8264139,-,19230424,19230824,0,1,400,0,TMEM161A,292,2112,2.326139659,6.72E-63,2.19E-62
chr5,87492022,87492147,peak_12436,44.27993356,-,87492022,87492147,0,1,125,0,TMEM161B,71,342,2.241422406,3.53E-14,4.68E-14
chr5,82352689,82357711,peak_12437,144.1438163,-,82352689,82357711,0,1,5022,0,TMEM167A,463,1586,1.870579382,1.60E-44,4.06E-44
chr1,109637054,109637554,peak_12438,310.0396721,+,109637054,109637554,0,1,500,0,TMEM167B,332,2260,2.688549684,1.01E-94,4.66E-94
chr7,112407136,112412972,peak_12439,226.8466069,-,112407136,112412972,0,1,5836,0,TMEM168,112,1150,3.469261531,1.46E-69,5.16E-69
chr16,75481247,75481497,peak_12440,127.4138433,-,75481247,75481497,0,1,250,0,TMEM170A,56,662,3.545624955,1.88E-39,4.41E-39
chr6,11565976,11576145,peak_12441,346.1141401,+,11565976,11576145,0,1,10169,0,TMEM170B,212,1959,3.28154268,1.26E-105,6.45E-105
chr5,138855512,138855587,peak_12442,30.276112,-,138855512,138855587,0,1,75,0,TMEM173,9,151,3.686680187,6.83E-10,7.69E-10
chr5,138855162,138855337,peak_12443,43.91121845,-,138855162,138855337,0,1,175,0,TMEM173,26,267,3.06259987,4.57E-14,6.05E-14
chr2,120438456,120439694,peak_12444,730.3410223,+,120438456,120439694,0,1,1238,0,TMEM177,253,4031,3.861644178,1.14E-221,1.40E-220
chr11,62557779,62557872,peak_12445,36.50722291,+,62557779,62557872,0,1,93,0,TMEM179B,56,290,2.28798783,8.39E-12,1.02E-11
chr2,675532,677365,peak_12446,116.5627831,-,675532,677365,0,1,1833,0,TMEM18,352,1513,1.801318869,3.67E-36,8.15E-36
chr6,159054320,159054545,peak_12447,64.78579509,+,159054320,159054545,0,1,225,0,TMEM181,87,527,2.450644843,1.97E-20,3.14E-20
chr7,1586420,1586570,peak_12448,31.0930118,-,1586420,1586570,0,1,150,0,TMEM184A,53,330,2.03925625,3.84E-10,4.37E-10
chr7,1586120,1586295,peak_12449,30.48577824,-,1586120,1586295,0,1,175,0,TMEM184A,79,397,1.755836464,5.89E-10,6.65E-10
chr7,1584270,1584620,peak_12450,85.40252972,-,1584270,1584620,0,1,350,0,TMEM184A,88,777,2.576579089,1.06E-26,1.96E-26
chr7,1583645,1583770,peak_12451,25.7327518,-,1583645,1583770,0,1,125,0,TMEM184A,20,195,2.632841168,1.70E-08,1.79E-08
chr7,1583070,1583320,peak_12452,44.58946234,-,1583070,1583320,0,1,250,0,TMEM184A,33,335,2.787298926,2.84E-14,3.78E-14
chr7,1582845,1583045,peak_12453,37.80707081,-,1582845,1583045,0,1,200,0,TMEM184A,28,288,2.742960832,3.36E-12,4.16E-12
chr7,1581895,1581970,peak_12454,41.92279663,-,1581895,1581970,0,1,75,0,TMEM184A,126,477,1.768563665,1.85E-13,2.40E-13
chr22,38616972,38617522,peak_12455,357.9127773,-,38616972,38617522,0,1,550,0,TMEM184B,467,3633,2.427805598,3.43E-109,1.81E-108
chr4,148555324,148555849,peak_12456,168.2218531,+,148555324,148555849,0,1,525,0,TMEM184C,157,1076,2.801192193,8.12E-52,2.29E-51
chr4,148556074,148556274,peak_12457,57.7234066,+,148556074,148556274,0,1,200,0,TMEM184C,63,402,2.561162181,2.79E-18,4.20E-18
chrX,148679415,148679815,peak_12458,170.1305536,-,148679415,148679815,0,1,400,0,TMEM185A,167,1439,2.80210657,2.15E-52,6.10E-52
chrX,148678990,148679365,peak_12459,93.96756104,-,148678990,148679365,0,1,375,0,TMEM185A,54,558,3.232294528,2.65E-29,5.16E-29
chrX,148678765,148678815,peak_12460,26.27346701,-,148678765,148678815,0,1,50,0,TMEM185A,31,204,2.311931458,1.16E-08,1.23E-08
chr2,120979146,120980246,peak_12461,935.4999518,-,120979146,120980246,0,1,1100,0,TMEM185B,361,5146,3.744209045,1.42E-283,2.43E-282
chr2,120975371,120975971,peak_12462,183.9574986,-,120975371,120975971,0,1,600,0,TMEM185B,145,1299,2.942951714,1.40E-56,4.20E-56
chr16,8889561,8890411,peak_12463,544.7546184,-,8889561,8890411,0,1,850,0,TMEM186,229,3121,3.627093047,1.24E-165,1.03E-164
chrX,153247754,153247929,peak_12464,29.62185523,+,153247754,153247929,0,1,175,0,TMEM187,62,346,1.878524305,1.09E-09,1.21E-09
chrX,153248204,153248646,peak_12465,185.5425079,+,153248204,153248646,0,1,442,0,TMEM187,167,1291,2.808851162,4.64E-57,1.40E-56
chr20,48741398,48741523,peak_12466,188.1247842,-,48741398,48741523,0,1,125,0,"TMEM189,TMEM189-UBE2V1",882,3122,1.552569597,7.69E-58,2.34E-57
chr20,48698910,48700724,peak_12467,Inf,-,48698910,48700724,0,2,"541,59","0,1755","TMEM189-UBE2V1,UBE2V1",2114,9783,2.180871493,0,0
chr20,48697885,48698435,peak_12468,879.6184242,-,48697885,48698435,0,1,550,0,"TMEM189-UBE2V1,UBE2V1",1646,8098,2.252063809,1.02E-266,1.62E-265
chr12,72080352,72080452,peak_12469,44.69422109,+,72080352,72080452,0,1,100,0,TMEM19,51,293,2.519916685,2.64E-14,3.51E-14
chr12,72092884,72094656,peak_12470,35.24745864,+,72092884,72094656,0,1,1772,0,TMEM19,119,401,1.701938058,2.04E-11,2.45E-11
chr12,72094756,72095006,peak_12471,52.18249746,+,72094756,72095006,0,1,250,0,TMEM19,52,362,2.779346291,1.37E-16,1.96E-16
chr4,166000629,166000929,peak_12472,141.3344347,-,166000629,166000929,0,1,300,0,TMEM192,136,953,2.750959909,1.13E-43,2.85E-43
chr12,57453700,57453750,peak_12473,30.54426088,-,57453700,57453750,0,1,50,0,TMEM194A,79,309,1.829020881,5.65E-10,6.39E-10
chr2,191373543,191373868,peak_12474,65.12810184,-,191373543,191373868,0,1,325,0,TMEM194B,40,378,3.128175039,1.55E-20,2.48E-20
chr12,56223850,56224650,peak_12475,328.9816502,+,56223850,56224650,0,1,800,0,TMEM198B,127,2305,3.689717983,1.90E-100,9.26E-100
chr12,56224850,56226744,peak_12476,117.2625077,+,56224850,56226744,0,1,1894,0,TMEM198B,167,987,2.382638086,2.25E-36,5.02E-36
chr9,74365056,74365206,peak_12477,113.6057378,-,74365056,74365206,0,1,150,0,TMEM2,289,1208,1.987625387,2.90E-35,6.33E-35
chr9,74360034,74361230,peak_12478,984.382098,-,74360034,74361230,0,1,1196,0,TMEM2,753,6002,3.032631726,2.54E-298,4.69E-297
chr9,74299981,74300680,peak_12479,151.6059061,-,74299981,74300680,0,1,699,0,TMEM2,213,1204,2.513797938,8.76E-47,2.30E-46
chr1,29445936,29446086,peak_12480,44.40533196,-,29445936,29446086,0,1,150,0,TMEM200B,117,527,1.82086482,3.23E-14,4.29E-14
chr1,9673068,9673693,peak_12481,252.1826767,+,9673068,9673693,0,1,625,0,TMEM201,137,1835,3.238899845,3.16E-77,1.22E-76
chr9,140099434,140099609,peak_12482,51.6539513,-,140099434,140099609,0,1,175,0,TMEM203,273,1006,1.395612002,1.98E-16,2.82E-16
chr9,140098534,140099409,peak_12483,Inf,-,140098534,140099409,0,1,875,0,TMEM203,834,14446,4.008262603,0,0
chr16,1584476,1592016,peak_12484,65.1846095,+,1584476,1592016,0,1,7540,0,TMEM204,453,1453,1.313387161,1.49E-20,2.38E-20
chr1,212538215,212538640,peak_12485,279.1811974,-,212538215,212538640,0,1,425,0,TMEM206,246,1817,2.898490376,2.15E-85,9.08E-85
chr3,171574474,171575927,peak_12486,61.48920663,+,171574474,171575927,0,1,1453,0,TMEM212,262,762,1.626130748,1.99E-19,3.09E-19
chr3,171576402,171576452,peak_12487,42.60478615,+,171576402,171576452,0,1,50,0,TMEM212,169,498,1.647607589,1.14E-13,1.50E-13
chr3,171576527,171576577,peak_12488,31.4467983,+,171576527,171576577,0,1,50,0,TMEM212,115,347,1.658730411,2.99E-10,3.42E-10
chr2,27263311,27264000,peak_12489,298.2686412,+,27263311,27264000,0,1,689,0,TMEM214,874,3935,1.844209988,3.64E-91,1.63E-90
chr2,27264300,27264350,peak_12490,63.63725716,+,27264300,27264350,0,1,50,0,TMEM214,264,995,1.562494863,4.41E-20,6.97E-20
chr2,27264375,27264565,peak_12491,87.15230663,+,27264375,27264565,0,1,190,0,TMEM214,291,1149,1.782175301,3.11E-27,5.81E-27
chr11,61165890,61166015,peak_12492,28.82106544,+,61165890,61166015,0,1,125,0,TMEM216,7,146,3.947651837,1.91E-09,2.11E-09
chr16,29973375,29974524,peak_12493,87.57619506,+,29973375,29974524,0,1,1149,0,TMEM219,261,1194,1.791420083,2.31E-27,4.33E-27
chr3,136573974,136574074,peak_12494,29.15582241,+,136573974,136574074,0,1,100,0,TMEM22,11,139,3.44489519,1.51E-09,1.67E-09
chr3,136574099,136574149,peak_12495,26.38891713,+,136574099,136574149,0,1,50,0,TMEM22,11,126,3.299778232,1.07E-08,1.14E-08
chr1,27648785,27648860,peak_12496,292.0533538,+,27648785,27648860,0,1,75,0,TMEM222,1052,4061,1.848696983,2.76E-89,1.21E-88
chr1,27657213,27657288,peak_12497,287.6117419,+,27657213,27657288,0,1,75,0,TMEM222,1074,4051,1.813894809,6.09E-88,2.63E-87
chr1,27662036,27662186,peak_12498,40.92956738,+,27662036,27662186,0,1,150,0,TMEM222,79,456,1.989555888,3.71E-13,4.77E-13
chr11,62557786,62558386,peak_12499,796.2981969,-,62557786,62558386,0,1,600,0,TMEM223,632,5761,2.967355653,1.42E-241,1.95E-240
chr16,75573139,75574039,peak_12500,521.4509479,-,75573139,75574039,0,1,900,0,TMEM231,434,3451,2.912044675,1.37E-158,1.07E-157
chr1,32681972,32682347,peak_12501,82.63935278,-,32681972,32682347,0,1,375,0,TMEM234,43,529,3.312751599,7.31E-26,1.33E-25
chr18,20877853,20877928,peak_12502,29.86429938,-,20877853,20877928,0,1,75,0,TMEM241,26,224,2.693176817,9.14E-10,1.02E-09
chr6,157713753,157713953,peak_12503,84.51012483,-,157713753,157713953,0,1,200,0,TMEM242,117,656,2.402197623,1.98E-26,3.63E-26
chr6,75965612,75965937,peak_12504,161.3573429,-,75965612,75965937,0,1,325,0,TMEM30A,500,1739,1.861463327,9.73E-50,2.67E-49
chr6,75963512,75964137,peak_12505,270.2733784,-,75963512,75964137,0,1,625,0,TMEM30A,128,1404,3.52082282,1.07E-82,4.36E-82
chr2,120194759,120195109,peak_12506,64.15566678,+,120194759,120195109,0,1,350,0,TMEM37,30,410,3.33833555,3.07E-20,4.87E-20
chr2,120195134,120195484,peak_12507,67.00294152,+,120195134,120195484,0,1,350,0,TMEM37,28,394,3.608001944,4.17E-21,6.76E-21
chr3,119156656,119156906,peak_12508,207.408122,-,119156656,119156906,0,1,250,0,TMEM39A,653,2350,1.849405274,1.11E-63,3.66E-63
chr3,119150700,119150950,peak_12509,87.15698415,-,119150700,119150950,0,1,250,0,TMEM39A,244,915,1.954621406,3.10E-27,5.80E-27
chr3,185209088,185209538,peak_12510,248.4532008,-,185209088,185209538,0,1,450,0,TMEM41A,146,1503,3.277507215,4.24E-76,1.61E-75
chr3,185208138,185208713,peak_12511,204.6443125,-,185208138,185208713,0,1,575,0,TMEM41A,88,1109,3.590606619,7.63E-63,2.49E-62
chr3,185207688,185208113,peak_12512,85.06609062,-,185207688,185208113,0,1,425,0,TMEM41A,21,413,4.205012684,1.34E-26,2.47E-26
chr11,9302200,9302550,peak_12513,113.1109608,-,9302200,9302550,0,1,350,0,TMEM41B,70,641,3.187386869,4.09E-35,8.92E-35
chr3,14183163,14184588,peak_12514,Inf,+,14183163,14184588,0,1,1425,0,TMEM43,1000,8821,2.985023769,0,0
chr3,14184963,14185138,peak_12515,32.55067508,+,14184963,14185138,0,1,175,0,TMEM43,69,278,2.104507359,1.37E-10,1.59E-10
chr3,194349161,194353905,peak_12516,63.73091392,-,194349161,194353905,0,1,4744,0,TMEM44,395,1228,1.402431774,4.13E-20,6.53E-20
chr3,194308501,194309226,peak_12517,229.8256636,-,194308501,194309226,0,1,725,0,TMEM44,141,1474,3.170315395,1.83E-70,6.54E-70
chrX,34647580,34657385,peak_12518,916.1671458,-,34647580,34657385,0,1,9805,0,TMEM47,429,4822,3.552400432,9.64E-278,1.61E-276
chr1,54233383,54238103,peak_12519,291.7593566,-,54233383,54238103,0,1,4720,0,TMEM48,383,2183,2.519465453,3.39E-89,1.48E-88
chr1,54231983,54232108,peak_12520,46.66829544,-,54231983,54232108,0,1,125,0,TMEM48,55,313,2.50271767,6.59E-15,8.94E-15
chr1,25687875,25688625,peak_12521,230.2401736,+,25687875,25688625,0,1,750,0,TMEM50A,133,1343,3.263349241,1.37E-70,4.91E-70
chr21,34805017,34811603,peak_12522,192.0756345,-,34805017,34811603,0,1,6586,0,TMEM50B,555,2178,1.889185197,4.88E-59,1.51E-58
chr1,15545936,15546886,peak_12523,441.6532827,+,15545936,15546886,0,1,950,0,TMEM51,136,2388,3.996850207,1.73E-134,1.12E-133
chr1,1849278,1849503,peak_12524,38.27271438,-,1849278,1849503,0,1,225,0,TMEM52,40,327,2.44453617,2.41E-12,3.01E-12
chr1,33360195,33360295,peak_12525,27.09383893,-,33360195,33360295,0,1,100,0,TMEM54,56,267,1.928368939,6.50E-09,6.98E-09
chr1,25784927,25810625,peak_12526,151.5795211,+,25784927,25810625,0,2,"456,19","0,25679",TMEM57,136,1020,2.860912729,8.92E-47,2.34E-46
chr1,25824910,25825085,peak_12527,40.04844858,+,25824910,25825085,0,1,175,0,TMEM57,87,374,1.983593225,6.92E-13,8.79E-13
chr7,77423044,77427574,peak_12528,477.8261271,-,77423044,77427574,0,1,4530,0,TMEM60,221,2647,3.542761145,2.02E-145,1.45E-144
chr15,43476548,43477073,peak_12529,110.6690587,+,43476548,43477073,0,1,525,0,TMEM62,90,730,2.884565627,2.26E-34,4.84E-34
chr1,226034257,226034582,peak_12530,80.8464608,-,226034257,226034582,0,1,325,0,TMEM63A,201,1054,1.909842429,2.57E-25,4.60E-25
chr6,44122582,44122632,peak_12531,31.21729404,+,44122582,44122632,0,1,50,0,TMEM63B,109,426,1.608192516,3.51E-10,4.01E-10
chr14,77724611,77724761,peak_12532,25.09996638,+,77724611,77724761,0,1,150,0,TMEM63C,18,179,2.68320923,2.66E-08,2.78E-08
